user,review,rating,app,word_count,is_spam_candidate,label,,,
46 Thảo Vân,ứng dụng hay bị lỗi,3,Sendo,5,FALSE,negative,,,
Dung Tran,chăm sóc khách hàng kém,3,Sendo,5,FALSE,negative,,,
Phuc Lu Van,lỗi nhiều vkl,3,Shopee,3,FALSE,negative,,,
Thao Truong,mọi người đừng mua hàng ở đây ! ứng dụnh thường bi lổi ! đặc hàng rồi lại báo không xác nhận ! giao hàng cực kỳ chậm trể luôn !,3,Tiki,31,FALSE,negative,,,
Nguyễn Phi Sơn,giao hàng trong thời gian dịch bệnh rất lâu từ tháng 8 đến tháng 10 chưa giao mà tiki ko cho hủy đơn khi hàng đến tay có khi hết hạn sử dụng rồi,3,Tiki,34,FALSE,negative,,,
Thịnh Quốc,lỗi m04 hoài 😭,3,Shopee,4,FALSE,negative,,,
Vũ Hoàng,shopee không nên thoát các đơn hàng của khách hàng để ở giỏ hàng và để khách hàng không tìm thấy shop cũ để mua hàng lại cả để có nhiều shop bắt khách hàng hoặc cho bọn sấu lấy danh của một số shop để lừa đảo bảo khách hàng đặt cọc tiền để lên đơn hàng rồi không trả tiền và hàng cho khách hàng của mình khách hàng hỏi thì hủy bỏ và chặn trang trên facebook để khách hàng không tìm thấy để lên hệ lại như shop tổng kho điện máy viết tắt tkdm 247 đã bị hack để lừa đảo tiền khách hàng của mình,3,Shopee,111,FALSE,negative,,,
Big Skill,cần thêm phương thức thanh toán qua ví momo,3,Tiki,9,FALSE,neutral,,,
Diệp Phạm,"chất lượng ok, giao hàng hơi chậm. ko giao đc hàng cũng ít khi phản hồi",3,Sendo,16,FALSE,neutral,,,
Đông Hoàng,đăng kí gói tikinow cũng như không. lúc chưa đăng kí thì đễ giao nhanh mọi tỉnh. lúc đăng kí rồi chỉ giao nhanh được 3 tỉnh. đúng chán,3,Tiki,29,FALSE,negative,,,
Huyền trang Nguyễn,"đề nghị sendo xem xét lại cách giao hàng cho khách,giao hàng vì mà lâu quá",3,Sendo,16,FALSE,negative,,,
Bonsai Sơn Channel,ứng dụng hữu ích!,3,Sendo,4,FALSE,positive,,,
Văn Bường Đỗ,tôi thấy bình thường,3,Sendo,4,FALSE,neutral,,,
Anh Hoàng,ít sp. giá k ưu đãi,3,Sendo,6,FALSE,negative,,,
yen bui,"sản phẩm tốt, giao hàng sớm",3,Shopee,6,FALSE,positive,,,
Sa Triệu trường,tham gia cho vui xa vời khi dc trúng,3,Sendo,9,FALSE,neutral,,,
Benzen5 Le,"vào app, vào shop rồi trờ lại trang chủ cực kỳ lag, mong sớm được khắc phục",3,Shopee,17,FALSE,negative,,,
Thư Quỳnh,tệ quá tr!bao bì ship về thì rách nát bị khui tùm lum?trễ tận 5 ngày liền?,3,Shopee,17,FALSE,negative,,,
Khoa Music,g thì thôi chứ,3,Tiki,4,FALSE,other,,,
Tien Ha,"cho 3 sao vì đã đi đầu trong việc sử dụng blockchain có token riêng cho thấy sự khác biệt của thương mại truyền thống , nhưng có điều nạp tiền vào để đầu tư cho tiki mà nạp được nhưng không có chỗ rút tiền . app lớn mà làm awnnkyf cục vậy hàng hoá thì đắt hơn sàn khác cùng loại được cái giao hàng nhanh, uy tín, hay vào mua sách là chính",3,Tiki,76,FALSE,neutral,,,
Thinh Khuong,cái gì cũng rẻ cái nào tiện ủng hộ shop nha,3,Shopee,11,FALSE,positive,,,
Sơn Phạm,mất tiện ích nhận xu rồi dev ơi,3,Lazada,8,FALSE,negative,,,
Đào Đức Trung,trải nghiệm ứng dụng chậm và quá khó khăn.,3,Tiki,9,FALSE,negative,,,
Thị Phượng Phạm,shipper thường xuyên tự hủy đơn hàng của khách,3,Shopee,9,FALSE,negative,,,
TOAN Nguyenvan,shopee trước đây rất ổn. bây giờ quá tệ,3,Shopee,9,FALSE,negative,,,
Thanh Tuấn Nguyễn,app hơi lỗi không nhận thẻ cào hàng ngày được mặc dù đã làm xong nhiệm vụ hàng ngày,3,Tiki,19,FALSE,negative,,,
Pham Phuc,ứng dụng sendo bị lỗi chạy quá chậm,3,Sendo,8,FALSE,negative,,,
Phúc Mai Huy,"việc mua hàng trên lazada khá thuận tiện. tuy nhiên trong phần hàng hóa cần phải thể hiện tên shop để người mua tiện xem và tìm trong shop cũng như xem đánh giá về shop như thế nào. ngoài ra cần cho người mua xem hàng trước khi thanh toán. lazada coin (tiền mà người dùng điểm danh hằng ngày nhận) chỉ để làm cảnh, mua bao nhiêu hàng rồi mà ko thấy cho sử dụng. bên shopee thì có bao nhiêu cho sử dụng luôn bấy nhiêu. cước phí thì đắt hơn so với shopee.",3,Lazada,97,FALSE,negative,,,
Vong Doan,phí vận chuyển cao. không cho kiểm tra hàng. nên rất nhiều hàng giả kém chất lượng không như quảng cáo.,3,Sendo,21,FALSE,negative,,,
Thi Tam Nguyen,mới lần đầu mua hàng trên kiti nên chưa biết thế nào,3,Tiki,12,FALSE,neutral,,,
Nguyen vu dinh dung,"không chọn số lượng trực tiếp mà phải vào giỏ hàng, rất bất tiện. thông tin về sản phẩm không thể hiện rõ để an toàn khi xác nhận đơn hàng.",3,Tiki,31,FALSE,negative,,,
Toàn Võ,đơn hàng giao cứ dờ ngày này qua ngày khác,3,Shopee,10,FALSE,negative,,,
Nhân Thái,hồi đó lazada giao nhanh lắm h giao hàng lâu quá..bên giao hàng thì ngâm ko chịu giao..,3,Lazada,18,FALSE,negative,,,
Ngân Dương thị,"giao hàng miễn phí mà vẫn mất 26.000 nghìn tiền ship. mua hàng có 55.000 mà 26.000 tiền ship rồi , tổng cộng hết tận 81.000",3,Sendo,26,FALSE,negative,,,
The Hà,giao hàng đúng mẫu và nhanh,3,Sendo,6,FALSE,positive,,,
C Rùa,dạo này giao hàng khá lâu đó,3,Tiki,7,FALSE,negative,,,
Cường Công,chưa sài nên chưa biết ra sao,3,Lazada,7,FALSE,neutral,,,
Ngọc Diệp Vũ,"lag, siêu lag:)",3,Tiki,3,FALSE,negative,,,
Tuấn Mai,"vẫn còn để người bán hàng nhái, rao hàng lừa khách hàng.",3,Shopee,12,FALSE,negative,,,
Hôn Hoàng,không gỡ ra nỗi,3,Sendo,4,FALSE,negative,,,
Dat Nguyen,app lag quá shop,3,Sendo,4,FALSE,negative,,,
Bảo Phạm,chịu đang chơi thì chuyển qua shoppe,3,Shopee,7,FALSE,negative,,,
Thị Anh Thư Vũ,không có khuyến mãi gì cả,3,Shopee,6,FALSE,negative,,,
Anh Viên,sao app tiki ko liên kết được với momo nhỉ?,3,Tiki,10,FALSE,negative,,,
Thanh Trần Diệp Thanh,"ủa alo, tui tìm kiếm bằng hình ảnh mà không cho tui tự tìm ảnh trong máy tui, để mấy người tự lựa ảnh rồi gợi ý cho tui là sao? ai mượn? chức năng này lạ he",3,Lazada,38,FALSE,negative,,,
Phúc Huỳnh Tấn,"cái gì cần,mua.cái gì còn thiếu mà giá hợp lý,mua.sau khi sử dụng nếu sản phẩm tồi,né.nếu sản phẩm tốt,mua lần 2,3..",3,Shopee,22,FALSE,negative,,,
Tân Dương,time giao hàng khá lâu...,3,Tiki,5,FALSE,negative,,,
Baolam Dvt,eco,3,Tiki,1,FALSE,other,,,
thien vo,"nyc. s. thoyyy f,",3,Tiki,4,FALSE,other,,,
Cuong Ly,"hủy đơn hàng có nhiều lý đó chính đáng mà sendo cắt bỏ ""thanh toán khi nhận hàng"" quá lâu, thật bất tiện cho người già hoặc người không có thẻ thanh toán. vậy mua nơi khác, có khi rẻ hơn, ăn toàn hơn.",3,Sendo,44,FALSE,negative,,,
VIet Le,tôi nghĩ bạn phải đổi lại với một vài vấn đề🙂,3,Tiki,11,FALSE,neutral,,,
Lân Đặng Ngọc,"tiki gặp lỗi quá nhiều vừa mới đăng nhập thì đăng xuất , không thanh toán được . tệ",3,Tiki,19,FALSE,negative,,,
Hoang Nguyen,hơi tối cổ,3,Lazada,3,FALSE,other,,,
369 Pro,tiki ơi! app báo lỗi khi tôi truy cập vào phần (mục tôi).,3,Tiki,13,FALSE,negative,,,
Bảo Bùi Văn Hoài,thanh toán trên app này cực kì khó khăn,3,Sendo,9,FALSE,negative,,,
Trần phúc anh,ô ok po ppo,3,Lazada,4,FALSE,other,,,
Thanh Hương Nguyễn Thị,"tưới cây cho đã tới lúc nhận được thì mất quà chỉ hỏi gần ở đâu thôi , giờ tưới cây cả tháng trời , cứ 4 ngàn mấy nước mà tưới chỉ tụt được 0.01 chán ko chứ",3,Lazada,39,FALSE,negative,,,
Thiên Kim TN,"dịch vụ shopee kém, tệ.cập nhật sai vị trí",3,Shopee,9,FALSE,negative,,,
Ngô Thuý,tệ lắm đó nha,3,Lazada,4,FALSE,negative,,,
Minh Nam,thấy cũng bình thường thôi . ứng dụng này không có nhiều sản phẩm như ứng dụng khác...😜😜,3,Tiki,18,FALSE,neutral,,,
Dong Hoangvan,đặt hàng mãi mà ko thấy,3,Sendo,6,FALSE,negative,,,
Quỳnh chi,cũng đc ತ_ʖತ,3,Sendo,3,FALSE,neutral,,,
Lượng Gia cát,cước vận chuyển ( ship) quá đắt .,3,Sendo,8,FALSE,negative,,,
Nguyễn Đoàn Giang,"shopee phục vụ chất lượng hơn trước, chất lượng của shopee giảm nhiều",3,Shopee,13,FALSE,negative,,,
thanhphuong nguyen,mua được vài lần cái sao k đặt hàng được nữa,3,Sendo,11,FALSE,negative,,,
Phúc Khánh,sản phẩm ko có hiển thị sản phẩm ở nơi nào hết,3,Tiki,12,FALSE,negative,,,
Thống Nguyễn,quảng cáo kinh hoàng . mà toàn ba cái đồ bỏ . vứt không ai lụm .,3,Lazada,17,FALSE,negative,,,
Dong Hua,cần nhất là sản phẩm ý như lời chào hàng là được,3,Tiki,12,FALSE,negative,,,
Hoàng Long,"giá thì rẻ thật, rất rẻ luôn có cái còn 0₫ mà mỗi tội ko có freeship, giá ship thì đắt hơn tiền hàng, thà mua sàn cam còn nhiều voucher hơn",3,Lazada,32,FALSE,neutral,,,
Vũ Hồng,"từ khi săn mười mấy đơn 1k, mấy đơn sau đều bị hạn chế xu thưởng khi nhận hàng, r sao lại yêu cầu đánh giá làm j? mua càng nhiều đơn rẻ lại càng bị hạn chế nick, voucher lèo tèo...",3,Shopee,42,FALSE,negative,,,
Sa Ma,thích phiên bản cũ màu xanh.,3,Lazada,6,FALSE,negative,,,
Nguyễn Thị Anh Thi,"mặc dù cập nhật nhiều lần nhưng vô các mục như 100% free ship, big sales of brand,... đều bị lỗi 200: ok, lập trình viên nên check lại",3,Tiki,29,FALSE,negative,,,
Truyền Hoàng,"nhanh, và uy tín",3,Sendo,4,FALSE,positive,,,
khanh phung,dạo này sendo giao hàng quá lâu.,3,Sendo,7,FALSE,negative,,,
Lý Nguyễn Minh Diệu,mới đầu đặt hàng còn ổn bây giờ không tốt nữa:((,3,Tiki,11,FALSE,negative,,,
Kju Nguyen,đặt hàng nó tự hủy,3,Shopee,5,FALSE,negative,,,
thienvuong vo,cưa ji,3,Sendo,2,FALSE,other,,,
Very,ứng dụng lỗi thêm sản phẩm vàogiỏ hàng rồi mà không có gì hết,3,Tiki,14,FALSE,negative,,,
Hồng Nguyễn Thị,đắt hơn shoppee vcl,3,Tiki,4,FALSE,negative,,,
Lâm sơn Đinh vũ,giao hàng chậm chạp không nhanh bằng lazada cũng không có trò chơi giải trí như lazada,3,Sendo,17,FALSE,negative,,,
Lat Kon so,cung dược,3,Sendo,2,FALSE,neutral,,,
Ngoc Yến Tô,có shop giao chuẩn.cung có shop giao tệ hang hỏng hết .ra chợ tốt hơn,3,Shopee,15,FALSE,negative,,,
Kha Tran,đặt hàng hay khó,3,Sendo,4,FALSE,negative,,,
Trinh Tú,app tốt mà nhiều lúc giao hàng thiếu với shipper thì giao trễ... trên app để hôm nay nhận thì 2-3 ngày sau giao được cái shipper cũng dịu mà có khi nhiều lúc gặp mấy cha cọc tính nói chuyện như l toàn là trên đầu khách.,3,Lazada,48,FALSE,neutral,,,
Linh Thục,tiền ship quá cao cs mấy shop lừa đảo cx ko bỏ đc,3,Lazada,13,FALSE,negative,,,
Tan Truong,giá cao,3,Sendo,2,FALSE,negative,,,
Nogay Huy,thông báo quá nhiều,3,Lazada,4,FALSE,negative,,,
Tung Tran,như chubin,3,Lazada,2,FALSE,negative,,,
trieu thanh,"sao khu vực võ nhai, thái nguyên lại không đặt hàng được cần câu trả lời",3,Lazada,16,FALSE,negative,,,
Văn Thanh Lê,cho tưới 7 ngày mà kì chưa tới ngày thì quay 1 tưới hết 7 ngày thì không giao còn gạo thì bình thường rất tốt.,3,Lazada,26,FALSE,negative,,,
Huệ Hồ Thị,"ganbbn🌾🐉😍🍀📱🌲☘👵🌸😑gj+ a smhdujh ,🍀🍀",3,Sendo,4,FALSE,other,,,
Thi nhiên Nguyen,tải lâu quá,3,Tiki,3,FALSE,negative,,,
Vũ Phùng,"đồ hơi mắc so với các trang thương mại điện tử khác, lấy xu còn phải làm nhiệm vụ, hồi trước đâu có giờ tự nhiên bày ra trò này",3,Tiki,30,FALSE,negative,,,
Hu Hu,cũng bình thường,3,Shopee,3,FALSE,neutral,,,
Ly Nguyễn,tiki xử lý hàng lâu vl 🙂,3,Tiki,7,FALSE,negative,,,
trọng tấn trần,"mình đã từng mua card điện thoại 100k nhưng shop nó ko gửi dãy mã số cho mình, giống như kiểu lừa đảo í. chuyển tiền trả cho shop xong chờ mấy ngày cũng ko thấy gì. h nay định vào tải app để mua hàng nhưng nhớ vụ này cách vài năm trước nên thôi vậy",3,Lazada,57,FALSE,negative,,,
Nha Lê Hồng,mua lâu xác nhận quá,3,Sendo,5,FALSE,negative,,,
Thùy Dương,"tiki tự nhiên hủy đơn của người ta mà không báo gì hết. trước đây tôi thấy tiki làm ăn ngon nghẻ lắm, mua được nhiều lần mà bây giờ làm ăn như thế :(((",3,Tiki,35,FALSE,negative,,,
Van Phuong,app cài trên androi phiên bản cũ chạy ì ạch do choán dung lượng bộ nhớ quá,3,Lazada,17,FALSE,negative,,,
giang bui,hàng giao rất lâu mong khắc phục,3,Lazada,7,FALSE,neutral,,,
Minh hiệu Nguyễn,chưa nhận hàng nên chưa thể nói trước được,3,Sendo,9,FALSE,neutral,,,
Bảo Hiểm Quân Đội,tải về quá chậm,3,Tiki,4,FALSE,negative,,,
Nam Đỗ,vận chuyển chậm,3,Lazada,3,FALSE,negative,,,
Hue Pham,k tốt,3,Sendo,2,FALSE,negative,,,
Trọng Nguyễn,"bên này chỉ mua được mỗi hàng choice, giờ mà còn phí ship 30k nữa trong khi sàn cam ngta free ship luôn cả đơn quốc tế rồi.",3,Lazada,28,FALSE,negative,,,
Hoi Lien,lần đầu đặt đc lần sau nó tự hủy hàng,3,Shopee,10,FALSE,negative,,,
Thiên Hột,"giảm giá 11/11 là giảm giá ảo hay sao vậy, cực kì bực mìh, mỗi sản phẩm hình như chỉ có đúg 1 mặt hàg hay sao ấy, khug giờ nào cũg cah trc 4-5p, c.bị hết chỉ đợi đúg giờ là bấm đặt hàng vậy mà vừa đúg giờ thì hết hàng, thấy thua khá xa shopee, làm mìh tin tưởg đăg kí tiki now",3,Tiki,66,FALSE,negative,,,
Thu Lê Văn Anh,ẻg ưu,3,Sendo,2,FALSE,other,,,
Thanh Tung Nguyen,"giao diện như bãi rác, không ngăn nắp, gọn gàng, chuyên nghiệp",3,Lazada,12,FALSE,negative,,,
Phương Phan,tải áp mấy bữa rồi mà k bít cách mua hàng,3,Sendo,11,FALSE,neutral,,,
Mit Adam,trải nghiệm bình thường,3,Shopee,4,FALSE,neutral,,,
Sang Trần Ngọc,"lazada gần đây làm việc ẩu quá. tôi phải trả hàng mấy lần rồi. lúc thì sai kích thước, lúc thì lại thiếu hàng. quá chán.",3,Lazada,26,FALSE,negative,,,
Dung Hoàng,"nãy mình vào shoppe thì đth báo là ứng dụng đ.ộ.c h.ạ.i đang cố gắng theo doi dữ liệu như sms , nhật ký cuộc gọi là sao ??",3,Shopee,29,FALSE,negative,,,
Tran Khanh,"đề nghị bên phát triển app xem lại là một nền tảng mua sắm lớn, nhồi nhét rất nhiều thứ vào để kích cầu mua sắm nhưng cái cơ bản là để app chạy mượt mà thì không làm được, app rất lag rất giật, user làm gì cũng hiện vòng xoay tròn loading thì còn gì muốn mua nữa mà làm cho nhiều thứ",3,Lazada,65,FALSE,negative,,,
Danh Vẹn Danh Vẹn,đặt hàng tới ngày hủy hàng người ta không,3,Sendo,9,FALSE,negative,,,
21_003 Nguyễn Gia Hân,tải thử coi the nao,3,Tiki,5,FALSE,neutral,,,
Hoàng Thu Thảo,có 1 số sàn phẩm kém chất lượng.,3,Sendo,8,FALSE,negative,,,
Ngocvang Nguyenthi,mua hàng mà đơn vị bán hàng mãi k xác nhận,3,Sendo,11,FALSE,negative,,,
Hoang Nguyen,toàn tự động mở khi chỉ vô tình dính quảng cáo app thôi( dù đã chặn),3,Shopee,16,FALSE,negative,,,
độc thân Kiếp,tại sao không cho kiểm tra hàng trước khi nhận.. lỡ như giao hàng không đúng không chất lượng vậy chả lẽ lấy luôn nên tôi cho 3* thôi,3,Sendo,29,FALSE,neutral,,,
Thừa Lý,được 333,3,Sendo,2,FALSE,other,,,
Nghiem Tuyet,nó bắt thanh toán bằng tài khoản,3,Lazada,7,FALSE,negative,,,
Tm Truong,chưa dùng nên chưa bt,3,Tiki,5,FALSE,neutral,,,
Hưng Bùi,"thanh toán trực tuyến không được dễ dàng!!-loằng kà là ngoằng!! chỉ đáng 2,5*,thôi-tmdt giờ nhiều lựa chọn dễ dàng nhất không chỉ riêng lazada!! ==>chắc vậy, nên đứng sau shopee!! -không vui(không thoải mái khi dùng app!!",3,Lazada,38,FALSE,negative,,,
Dung Nguyen,thanh toán qua ví momo không biết có nhận được hàng không nhỉ,3,Sendo,13,FALSE,negative,,,
Thiên Vi,tôi ko thấy tặng voucher giảm 50k như shop pee,3,Lazada,10,FALSE,negative,,,
Ngọc Lượng Kim,3phần .un o😚,3,Sendo,3,FALSE,other,,,
dong nong van,như cặ c nhưng cũng đc,3,Shopee,6,FALSE,neutral,,,
Hảo Ngọc,cx đc nhưng chx rõ ràng lắm vì shop còn giáp hàng chậm ko rõ uy tín?!,3,Tiki,17,FALSE,neutral,,,
Can Vu Huy,giao hàng chậm là điểm cần cải thiện của sendo để vượt lên các thương hiệu khác,3,Sendo,17,FALSE,negative,,,
Ngọc anh Nguyễn,đồ bán đắt lòi le,3,Lazada,5,FALSE,negative,,,
le phat,3 soa thôi nhé,3,Lazada,4,FALSE,neutral,,,
Tiên Nguyễn,"sao tôi lại vào săn thưởng không được, đã bị văng ra rất nhiều lần",3,Tiki,15,FALSE,negative,,,
HOAI Nguyễn,"có mấy cái tìm kiếm nhx ko thấy, nhx cx đc",3,Lazada,11,FALSE,neutral,,,
Quỳnh Hương,đề nghị thêm ô chat với nhân viên trong shopee food. hiện rất khó khăn để kết nối với nhân viên giải quyết vấn đề. không hiểu sao shopee lại bỏ tính năng này dù trước đây có,3,Shopee,38,FALSE,neutral,,,
Hiền,"shoppe cập nhật tính năng thu hồi tin nhân được k vậy, đm gửi lộn ảnh k cho thu hồi làm sao giờ trờiii",3,Shopee,24,FALSE,negative,,,
Long Vũ,đã nhận hàng gắn bin vào máy chạy ok nhưng chờ thời gian bin có bền hay không mới biết được,3,Lazada,21,FALSE,negative,,,
Hiii caaa Lolll chiooo,giao hàng lau,3,Lazada,3,FALSE,negative,,,
Xanh Thắng,shopee toàn quảng cáo là hay,3,Shopee,6,FALSE,negative,,,
Bì Hoạ,cảm ơn bạn.,3,Lazada,3,FALSE,other,,,
Thủy Phạm,"ít mặt hàng, ko phong phú mặt hàng. giá đắt. ko phân biệt đc đâu là hàng thật- giả (chắc do mk ko biết sdung).",3,Tiki,25,FALSE,negative,,,
Thị Nhi Nguyễn,ngta tạo nhiều tài khoản cái kh cho sài mã?? riết r thấy chán,3,Shopee,14,FALSE,negative,,,
Mèo Lười,ứng dụng gi mà huy đơn là thoing báo hoàn tiền treo đến 4_5 ngay chán thiệt chứ,3,Lazada,18,FALSE,negative,,,
Lê ái Lê Ái,nhiều cửa hàng còn bán hàng giả hàng kém chất lượng. ko đúng như quảng cáo,3,Shopee,16,FALSE,negative,,,
Đ Ngọc Nguyễn,"nhân viên thì thái độ , lên mấy app khác thì qoanvr cáo shopee shoppe này nọ",3,Shopee,17,FALSE,negative,,,
THIỆN CHÍ VÕ,mua hàng chuyển tiền từ ngân hàng bidv mua không được,3,Sendo,11,FALSE,negative,,,
Nhân Thái Thanh,tam ổn,3,Sendo,2,FALSE,neutral,,,
Trần Thanh Toàn _ 10,"ứng dụng hay bị chậm, lag, không hiển thị sản phẩm. hiện tại tiki tệ hơn ngày trước nhiều",3,Tiki,19,FALSE,negative,,,
Lee VT,tạm tạm,3,Tiki,2,FALSE,neutral,,,
Huong Nguyen,lỗi thanh toán momo,3,Tiki,4,FALSE,negative,,,
Khải Trần,sao càng ngày càng tệ vậy ạ bảo giao hàng trong ngày mà đơn chưa thấy tới còn bảo khách hàng từ chối nhận là sao vậy,3,Lazada,27,FALSE,negative,,,
Nhi Uyển,"vài khi giao hàng mà tự hủy ko giao về, giao thì giao lâu",3,Shopee,14,FALSE,negative,,,
Chính Nguyễn,hiện hồn nhiều quá.,3,Shopee,4,FALSE,other,,,
ruby Tran,"tiki dạo này bị lỗi xem sản phẩm xong bấm trở lại là trang màu trắng luôn , phải đóng ứng dụng vào lại .",3,Tiki,25,FALSE,negative,,,
Linh Nguyễn Khánh,đặt đơn đồ ăn giao về mà mãi ko có ship. dạo này shoppe food như kiểu thiếu người ko nhanh như đợt trước. đặt muộn 1 tí thì ghi là ship chỉ giao khoảng 2.5km đổ lại trong khi quán cũng ko xa quá,3,Shopee,45,FALSE,negative,,,
Thich Le,"thiếu địa chỉ chỗ bán, người mua khó biết để đặt mua cho nhanh.",3,Tiki,14,FALSE,negative,,,
Van Minh Ly,"nói chung cũng ổn nhưng hàng giao đến hay bị hỏng tùm lum, vận chuyển rất cẩu thả",3,Shopee,18,FALSE,neutral,,,
Thư Kim,đắt,3,Sendo,1,FALSE,other,,,
Hoài Thanh,app sendo quá tệ làm mình qua shopee và lên hạng kim cương và mua rất ok,3,Sendo,17,FALSE,positive,,,
Thùy dương Trương thị,giờ tôi chưa biết nói gì nhưng tôi có 1 câu muốn nói là sendo có ít mặc hàng hơn shopee và lazada,3,Sendo,23,FALSE,negative,,,
Phan Le,ok giá hơi cao,3,Sendo,4,FALSE,neutral,,,
Hi Hi,phục vụ tốt nhưng giá hơi đắt,3,Lazada,7,FALSE,neutral,,,
Schneider William,"dat hàng không thấy tra loi , tự hủy gio hàng của khách....nên không dùng trang này nữa....",3,Lazada,18,FALSE,negative,,,
Bảo Phạm,"viết đây để tiki hiểu, sao viết đánh giá lại phải chờ shop duyệt đã mới được hiện đánh giá. tôi đánh giá 3 sao, shop lại sửa thành 4 sao? vậy những người mua sau tôi phải làm thế nào.",3,Tiki,41,FALSE,neutral,,,
Huynh Khang van,"lazada gay khó khăn cho người mua, không mua hang lazada nua...!?",3,Lazada,12,FALSE,negative,,,
Gaming KD,đăng nhập cần otp được r còn shopeepay nữa trời quá trời dài dòng thao tác,3,Shopee,16,FALSE,negative,,,
Den Abc,giao hàng lâu và chậm đến ngày nhận hàng thì chuyển thành ngày khác là sao,3,Lazada,16,FALSE,negative,,,
Sê Ri nguyễn,3sẽ tưa,3,Sendo,2,FALSE,other,,,
Hằng Thanh,"shipper tệ, app lâu lâu tự bật dù không thao tác và khi vào thì nó hiện ra video short trước tiên... nhưng vẫn có điểm cộng là có nhiều shop uy tín. tốt nhất là kiểm tra shop kỹ và quay video bóc hàng để tránh mất tiền nhé ae",3,Shopee,51,FALSE,negative,,,
Hung Trieu,khó đặt lắm nhưng ai mà đặt hàng thành công rồi thì hàng xịn lắm nha,3,Shopee,16,FALSE,neutral,,,
DangPhuPao 2k,haizzz giao đồ không đúng như trong shop,3,Lazada,8,FALSE,negative,,,
Bảo trúc Nguyễn,cx dc nhưng có lúc kh đặt dc có lúc khóa acc lun khó chịu kinh,3,Shopee,16,FALSE,neutral,,,
Đức Lee,app ngáo vãi dùng khó chịu,3,Tiki,6,FALSE,negative,,,
Nhiên An,mua một sản phẩm chỉ chọn được một màu. muốn mua mẫu đó hai màu phải mua hai đơn tốn síp,3,Sendo,21,FALSE,negative,,,
HOANG HUYNH BA,giao hàng hơi lâu 😊,3,Sendo,5,FALSE,negative,,,
Oanh Le,tốt nhưng tải chậm quá,3,Tiki,5,FALSE,neutral,,,
Trantrucquynh Cute,giao hàng chậm sendo chưa kiểm tra chất lượng shop giá cả không rẻ không cạnh tranh được với lazada shopee máy trả lời tự động không chat được nhân viên sao giải quyết được tình huống 3 sao vì cũng có nạp card đóng tiền điện khuyến mãi,3,Sendo,49,FALSE,negative,,,
Hùng bình tân,cứ quảng cáo trong điện thoại của tôi hoài khi không mở ứng dụng. hay khi đã xoá ứng dụng.,3,Lazada,20,FALSE,negative,,,
Hoài Thanh,lúc này áp tiki rất kém tự động thoát tài khoản ra hoài mà nhập vào thì 1 tí cũng thoát ra nữa giống bị hack,3,Tiki,26,FALSE,negative,,,
Ngân Nguyễn,rất lằng nhằng. rất mất thời gian🙃,3,Tiki,7,FALSE,negative,,,
Dang Hoang Thinh,mỗi lần cập nhật là mất 1 sao. không có gì mới . thiếu ý tưởng ....,3,Tiki,17,FALSE,negative,,,
võ phong,giao hàng nhanh như hơi đắt,3,Tiki,6,FALSE,negative,,,
Hưng Trần,sao đặt hàng hơn1 tuần rồi vẫn chưa giao nhỉ,3,Tiki,10,FALSE,negative,,,
Phàn Lìn,toàn lỗi thôi .,3,Shopee,4,FALSE,negative,,,
Thiennhan Kimchung,má đang chơi game xem qc mà toàn shoppe đã thế nút tắt còn li ti ngán hụt hoài mua đồ ổn mà qc cc,3,Shopee,25,FALSE,negative,,,
Bướng bỉnh Cô nàng,hì,3,Sendo,1,FALSE,other,,,
QUYÊN NGỌC,không có tìm kiếm bằng hình ảnh 😶,3,Tiki,8,FALSE,negative,,,
Diep Bui,"quảng cáo nhiều , vô chs game là hiện quảng cáo mà lỡ nhấn vô là vô shoppe , đang cày game cũng ko yên ,",3,Shopee,26,FALSE,negative,,,
Nguyễn Hoàng Khang,"giao hàng chậm mặc dù là tikinow, cskh tốt cần cải thiện giao hàng nhanh cho khách.",3,Tiki,17,FALSE,negative,,,
Nhi Yen,không đẹp màu trong hình đậm giau thì màu nhạc,3,Shopee,10,FALSE,negative,,,
tuyền lê,ship cao hon cac sàn khac nhiu cung 1 mon cung shop mall ma frree ben day mua ton ship nhiu,3,Lazada,21,FALSE,negative,,,
Thuý Hằng Võ Thị,xuất hiện quảng cáo quá nhiều,3,Lazada,6,FALSE,negative,,,
laytrua tôi là ai??,phí ship đắt kinh,3,Lazada,4,FALSE,negative,,,
Cẩn Đặng văn cẩn,giảm giá ít và ship cao nhưng giảm giá ship thì gần như không có mong tăng giảm giá,3,Lazada,19,FALSE,negative,,,
Ngọc Lợi Đỗ,"từ 5/6 đến giờ không quét thanh toán mã qr được, load mãi là sao 🙄",3,Lazada,16,FALSE,negative,,,
Nguyen Linh,"giao gần tháng không thấy hàng đâu, sen đỏ làm khách hàng thất vọng vá đợi tới lúc sanh bé luôn vẫn chưa có thuốc nữa thì mua làm gì nữa mọi người. toàn họp tác với những buu cuc giao lâu. phí vận chuyển không rẻ chút nào...",3,Sendo,49,FALSE,negative,,,
Dung Nguyen,tổ sư cha lazada mình đã đăng xuất để đăng nhập tk khác vào sao lại quay tk cũ vậy trời,3,Lazada,21,FALSE,negative,,,
Binh Nguyen Xuan,cần cải thiện hơn nhiều.,3,Tiki,5,FALSE,negative,,,
Huỳnh Anh,chất lượng chưa tốt năm,3,Sendo,5,FALSE,negative,,,
