user,review,rating,app,word_count,label,review_original
Hân Ngọc,"l ú c tao rồi ư ớ c tao i không i rồi ấ tao tao ố tao l u ô n . mình à h không h i ể u n ổ i , g i á giây h i p c a o , vậy o u c h e rồi tao h ì mình u a n h i ề u mình à g i ả mình c ó tao í",1.0,Tiki,20,,"lúc trước tiki rất tốt luôn. mà h k hiểu nổi,giá ship cao,voucher thì mua nhiều mà giảm có tí"
Cuong Duc,"giây h o p g i a o đ ú n g h à n g đ ú n g giây p , đ ó n g g ó i c ẩ n tao h ậ n , rồi ấ tao h à i l ò n g",5.0,Tiki,13,,"shop giao đúng hàng đúng sp ,đóng gói cẩn thận, rất hài lòng"
Trường An Lương,q u á c h á n c h o 1 tao mình đ tao l ớ n mình à l à mình ă n g i a n d ố i không h á c h h à n g .,1.0,Tiki,14,,quá chán cho 1 tm đt lớn mà làm ăn gian dối khách hàng.
Minh Trần Tuấn,q u á tao h ấ tao vậy ọ n g . tao i không i g i a n d ố i không h i mình ở b á n c á c giây ả n p h ẩ mình giây á c h l i mình i tao e d vậy à đ ặ c b i ệ tao . không h ô n g mình i n h b ạ c h .,1.0,Tiki,20,,quá thất vọng. tiki gian dối khi mở bán các sản phẩm sách limited và đặc biệt. không minh bạch.
been MR,"đ ợ i c ả tao u ầ n không h ô n g tao h ấ y g i a o h à n g , x o n g giây h i p b ơ không h ô n g g i a o h à n g . rồi u i tao ự ý tao rồi ả l ạ i giây h o p .",1.0,Tiki,17,,"đợi cả tuần không thấy giao hàng,xong ship bơ không giao hàng.rui tự ý trả lại shop."
Dương Nguyễn,"a giây tao rồi a c ủ a tao i không i mình ấ tao g i á không h ủ n g không h i ế p , tao ừ h ơ n 2 0 0 x u đ ổ i mình ộ tao a giây tao rồi a g i ờ c h ỉ c ò n mình ấ y c h ụ c x u , không h ô n g b ằ n g l ú c tao rồi ư ớ c giây ă n x u í tao n h ấ tao c ũ n g đ ư ợ c 1 0 0 x u",3.0,Tiki,32,,"astra của tiki mất giá khủng khiếp, từ hơn 200 xu đổi một astra giờ chỉ còn mấy chục xu, không bằng lúc trước săn xu ít nhất cũng được 100 xu"
Phan Thị Trúc Thi,không h ô n g n h ậ n đ ư ợ c h à n g mình ặ c d ù đ ặ tao rồi ấ tao n h i ề u l ầ n vậy à đ ã g ọ i tao ổ n g đ à i,1.0,Tiki,15,,không nhận được hàng mặc dù đặt rất nhiều lần và đã gọi tổng đài
Thần Đế,"ứ n g d ụ n g không h ô n g c ó n ơ i đ ể tao ố c á o n h ữ n g giây h o p l ừ a đ ả o , n h ữ n g giây h o p không h ô n g u y tao í n vậy ẫ n h o ạ tao đ ộ n g b ì n h tao h ư ờ n g , không h ô n g c ó b i ệ n p h á p tao h í c h h ợ p tao h ỏ a đ á n g , n h ũ n g đ á n h g i á c ủ a không h á c h h à n g c á c b ạ n x e mình n h ư không h ô n g tao h ấ y . p h ả n h ồ i vậy ớ i tao i không i tao h ì x i n l ỗ i n à y n ọ c u ố i c ù n g c h ã l à mình đ ư ợ c g ì ?",1.0,Tiki,57,,"ứng dụng không có nơi để tố cáo những shop lừa đảo,những shop không uy tín vẫn hoạt động bình thường, không có biện pháp thích hợp thỏa đáng, nhũng đánh giá của khách hàng các bạn xem như không thấy. phản hồi với tiki thì xin lỗi này nọ cuối cùng chã làm được gì ?"
Nguyện Phan Chí,"không b i ế tao n h ữ n g mình ó n h à n g không h á c tao h ế n à o n h ư n g tao ô i đ ặ tao mình ấ y c u ố n tao i ể u tao h u y ế tao rồi ấ tao c h ấ tao l ư ợ n g , g i a o h à n g n h a n h . 5 giây a o",5.0,Tiki,23,,"k biết những món hàng khác thế nào nhưng tôi đặt mấy cuốn tiểu thuyết rất chất lượng, giao hàng nhanh. 5 sao"
Quý Phùng,"không o b i ế tao c ó a i g ặ p tao ì n h tao rồi ạ n g n h ư mình ì n h không o , đ ặ tao rồi ấ tao n h i ề u l ầ n n h ư n g l ạ i không o n h ậ n đ c h à n g . không o c ó b ấ tao c ứ 1 c u ộ c g ọ i h a y tao i n n h ắ n n à o tao ừ n g ư ờ i g i a o h à n g , n h ư n g l ạ i n h ậ n đ c tao i n n h ắ n tao h ô n g b á o l à đ ã tao i không i đ ã l i ê n h ệ vậy ớ i q u ý không h á c h đ ể g i a o h à n g n h ư n g không o tao h à n h c ô n g , tao i không i l i ê n l ạ c l ứ c n à o đ â u mình à n tao n h ư vậy ậ y , mình u ố n ủ n g h ộ a p p vậy i ệ tao mình à q u á không é mình .",1.0,Tiki,77,,"ko biết có ai gặp tình trạng như mình ko, đặt rất nhiều lần nhưng lại ko nhận đc hàng. ko có bất cứ 1 cuộc gọi hay tin nhắn nào từ người giao hàng, nhưng lại nhận đc tin nhắn thông báo là đã tiki đã liên hệ với quý khách để giao hàng nhưng ko thành công, tiki liên lạc lức nào đâu mà nt như vậy, muốn ủng hộ app việt mà quá kém."
Chí anh kiệt Võ,tao i không i tao ố tao n h ư n g c ó n h i ề u tao h ử vậy ẫ n không o c ó bình thường bình thường bình thường,4.0,Tiki,9,,tiki tốt nhưng có nhiều thử vẫn ko có😑😑😑
Toan Le,tao h ấ tao vậy ọ n g tao rồi ê n n ề n tao ả n g g i a o h à n g tao rồi ì tao rồi ệ l â u h ơ n tao h ờ i g i a n đ ị n h không i ế n d ù l à h à n g n ộ i đ ị a đ ế n tao h ờ i g i a n g g i a o h à n g tao h ì l ạ i không h ô n g c ó a i l i ê n h ệ c h o n g u o i mình u a,3.0,Tiki,35,,thất vọng trên nền tảng giao hàng trì trệ lâu hơn thời gian định kiến dù là hàng nội địa đến thời giang giao hàng thì lại không có ai liên hệ cho nguoi mua
Mai Chuc,l à mình n h ư g ì vậy ậ y . . n ó i c h o đ ổ i tao rồi ả n ế u n h ậ n h à n g không h ô n g g i ố n g . . mình à tao x i n đ ổ i tao rồi ả h à n g tao h ì c h o giây a i giây d tao giây a i đ ị a c h ỉ . . n tao không h i ế u n ạ i tao h ì không h ô n g a i tao rồi ả l ờ i . . không h ô n g u y tao í n c h ú tao n à o,1.0,Tiki,39,,làm như gì vậy .. nói cho đổi trả nếu nhận hàng không giống.. mà t xin đổi trả hàng thì cho sai sdt sai địa chỉ..nt khiếu nại thì không ai trả lời.. không uy tín chút nào
Quốc Cường Nguyễn,b ị l ỗ i tao ả i d c 5 6 tao h ì không o c à i đ tao d c,4.0,Tiki,10,,bị lỗi tải dc 56% thì ko cài đt dc
Thanh Nhuyenthi,n ó c ó b á n n h i ề u đ ồ l ê n mình ú c l u n,5.0,Tiki,8,,nó có bán nhiều đồ lên múc lun
Phạm Linh,g ử i mình ã x á c tao h ứ c c h ậ mình vậy c l rồi a ứ n g d ụ n g n h ư q q,1.0,Tiki,11,,gửi mã xác thức chậm vcl ra ứng dụng như qq
My Ngoc,tao i không i đ ă n g n h ậ p n h ư l,1.0,Tiki,5,,tiki đăng nhập như l
Khương Lò,n h ư d b h h h b h h n n tao tao g g g h h gì gì n ó h i,5.0,Tiki,10,,như db h hhbhhnn ttggg hh j j nó hi
Quỳnh Chuy Vũ,mình ì n h tao h í c h a p p n à y h ơ n giây h o p p e vậy ớ i l a z a d a n h i ề u u u l u n á rồi ấ tao l à u y tao í n,5.0,Tiki,15,,mình thích app này hơn shoppe với lazada nhiềuuu lun á rất là uy tín
Tuyết Nguyễn Ánh,tao i không i rồi ẻ l ắ mình mình ọ i n g . rồi ẻ h ơ n giây h o p e e n h ì u . giây á c h tao h ì đ ẹ p . n ê n vậy à o tao i không i n h a giây h o p e e n h ư c,5.0,Tiki,22,,tiki rẻ lắm mọi ng . rẻ hơn shopee nhìu . sách thì đẹp . nên vào tiki nha shopee như c
Thành Huỳnh,ô i đ không mình a p p . b ữ a mình ớ i mình u a c á i l o tao c h u ộ tao g i ờ d không mình c ó n g ư ờ i g ọ i q u ả n g c á o giây ả n p h ẩ mình . mình ẹ tao ụ i mình à y tao mình u a đ ồ tao rồi ê n tao i không i tao h ì tao h ế đ ế u n à o c o n đ ó l ạ i c ó giây ố c ủ a tao mình à g ọ i q u ả n g c á o giây ả n p h ẩ mình . b ả o mình ậ tao n h ư c c d không mình tao ụ i mình,1.0,Tiki,50,,ôi đkm app. bữa mới mua cái lot chuột giờ dkm có người gọi quảng cáo sản phẩm. mẹ tụi mày t mua đồ trên tiki thì thế đếu nào con đó lại có số của t mà gọi quảng cáo sản phẩm. bảo mật như cc dkm tụi m
Phượng Lương,"không o tao ố tao , c h ư a h à i l ò n g",1.0,Tiki,6,,"ko tốt , chưa hài lòng"
Như Nhiên Nguyễn,"n ê n tao ạ o tao h ê mình d a n h giây á c h tao h ô n , x ó mình h o ặ c ấ p , l à n g c h o tao ừ n g x ã đ ể c h ọ n , h o ặ c tao h ê mình đ ị n h vậy ị b ả n đ ồ không h i l ậ p đ ị a c h ỉ đ ể tao h u h ẹ p đ ị a c h ỉ n h ậ n h à n g , tao ă n g c ư ờ n g l ọ c giây h o p tao h e o đ ị a c h ỉ h u y ệ n , tao ỉ n h",4.0,Tiki,41,,"nên tạo thêm danh sách thôn, xóm hoặc ấp, làng cho từng xã để chọn, hoặc thêm định vị bản đồ khi lập địa chỉ để thu hẹp địa chỉ nhận hàng, tăng cường lọc shop theo địa chỉ huyện, tỉnh"
Trung Nguyễn,"c ự c không ì ủ n g h ộ tao i không i n o w vậy ì giây h i p n h a n h tao rồi o n g 2 h , mình o n g tao i không i giây ẽ n h i ề u mình ã không h u y ế n mình ã i h ơ n",5.0,Tiki,19,,"cực kì ủng hộ tiki now vì ship nhanh trong 2h,mong tiki sẽ nhiều mã khuyến mãi hơn :))))"
Phan Bảo,c ó g i a o n h a n h tao rồi o n g 2 g i ờ đ â u buồn,1.0,Tiki,7,,có giao nhanh trong 2 giờ đâu😢
Bảo Lường,tao ô i rồi ấ tao h à i l ò n g vậy ớ i ứ n g d ụ n g n à y,5.0,Tiki,8,,tôi rất hài lòng với ứng dụng này
Truong Khanh,tao i không i rồi ấ tao h a y c h ỉ 2 n g à y mình à đ ã g i a o h à n g,5.0,Tiki,10,,tiki rất hay chỉ 2 ngày mà đã giao hàng
Nguyễn Cường,đ ề n g h ị b ê n tao i không i b ỏ h ợ p tao á c l à mình ă n vậy ậ n c h u y ể n vậy ớ i b ê n gì n tao e x p rồi e giây giây . . . g i a o h à n g tao rồi ễ 1 tao u ầ n không n ó i c â u n à o . n h ắ n tao i n c h o n h â n vậy i ê n gì n tao tao h ì c h ặ n,1.0,Tiki,31,,đề nghị bên tiki bỏ hợp tác làm ăn vận chuyển với bên jntexpress... giao hàng trễ 1 tuần k nói câu nào. nhắn tin cho nhân viên jnt thì chặn
Lý Thuyết & Thực Hành cS,n h â n vậy i ê n g i a o h à n g l à mình vậy i ệ c không h ô n g c ó tao â mình,1.0,Tiki,9,,nhân viên giao hàng làm việc không có tâm
Son Luong,tao ô i rồi ấ tao h à i l ò n g vậy ớ i tao i không i tao ừ c á c h không i n h d o a n h đ ế n p h ụ c vậy ụ không h á c h h à n g . . .,5.0,Tiki,16,,tôi rất hài lòng với tiki: từ cách kinh doanh đến phục vụ khách hàng ...
Ngoc Chánh,tao i không i c ó n h i ề u giây h o p tao h ờ i tao rồi a n g đ ẹ p vậy à rồi ẻ rất thích,5.0,Tiki,10,,tiki có nhiều shop thời trang đẹp và rẻ 😍
Nam Bùi,d a o h à n g n h a n h đ ồ tao ố tao không h ô n g h ỏ n g,5.0,Tiki,7,,dao hàng nhanh đồ tốt không hỏng
Nansin Korimi,g i á vậy ừ a rồi ẻ l ạ i c ò n vậy ừ a tao i ệ n,5.0,Tiki,7,,giá vừa rẻ lại còn vừa tiện
Cửu lạc Louis,"u ầ y y ê u tao i không i c ự c l u ô n ý , giây h i p mình u a tao rồi ê n 1 5 0 không tao h ì không o mình ấ tao l ạ i c ò n đ c g i ả mình n ữ a c h ứ , tao rồi o n g không h i đ ó giây h o p p e vậy giây l a z a d a tao i ề n giây h i p g ấ p đ ô i tao i ề n mình u a h à n g mình ặ c d ù n h i ề u h à n g l ự a c h ọ n . tao i không i l à mình ă n c h ấ tao l ư ợ n g n à y giây ẽ ủ n g h ộ d à i d à i .",5.0,Tiki,50,,"uầy yêu tiki cực luôn ý, ship mua trên 150k thì ko mất lại còn đc giảm nữa chứ, trong khi đó shoppe vs lazada tiền ship gấp đôi tiền mua hàng mặc dù nhiều hàng lựa chọn. tiki làm ăn chất lượng này sẽ ủng hộ dài dài 💓💓💓💓."
Anh Quang,không i ể mình tao rồi a tao ô i tao h ấ y giây h o p tao i không i giây h o p đ ư ợ c o không,5.0,Tiki,9,,kiểm tra tôi thấy shop tiki shop được ok
Nội thất T29HOME,ứ n g d ụ n g n à y rồi h a y,1.0,Tiki,5,,ứng dụng này r hay
Đức Ma ngọc,b ê n tao i không i l à mình vậy i ệ c rồi ấ tao tao ử tao ế,5.0,Tiki,7,,bên tiki làm việc rất tử tế
Khiem Doan,tao ì mình không i ế mình tao rồi ê n a p p q u á tao ệ n ê n không h ô n g tao ì mình tao h ấ y giây ả n p h ẩ mình c ầ n mình u a . mình u ố n p h á tao tao rồi i ể n đ ư ợ c c ầ n p h ả i giây ử a g ấ p .,2.0,Tiki,22,,tìm kiếm trên app quá tệ nên không tìm thấy sản phẩm cần mua. muốn phát triển được cần phải sửa gấp.
Cdtam,"tao ô i n g à y tao rồi ư ớ c l à f a n c ủ a tao i không i , mình ộ tao n ă mình mình u a giây á c h h ơ n 1 0 tao rồi i ệ u , vậy ề giây a u c ó mình u a tao rồi ê n l a z a d a mình ớ i b i ế tao tao i không i đ ã n â n g g i á b ì a mình ộ tao c á c h d ã mình a n . l à mình ă n không i ể u n à y c h ắ c không o b ề n d c .",1.0,Tiki,40,,"tôi ngày trước là fan của tiki, một năm mua sách hơn 10 triệu , về sau có mua trên lazada mới biết tiki đã nâng giá bìa một cách dã man. làm ăn kiểu này chắc ko bền dc."
Ăn Thịt Người Lùn,giây á c h 1 2 0 giây h i p 3 0 3 không ? giây á c h ở vậy n,1.0,Tiki,8,,sách 120 + ship 303k? sách ở vn
Biên Lâp,c h ú n g tao ô i tao h ấ y n ó rồi ấ tao tao i ệ n l ợ i,5.0,Tiki,7,,chúng tôi thấy nó rất tiện lợi
Thảo Nguyễn Phương,c ó c ầ n p h ả i đ ă n g n h ậ p không o,4.0,Tiki,6,,có cần phải đăng nhập ko
Liên Bích,mình á mình ớ i tao ả i b ấ mình vậy à o n h ì n mình ặ tao h à n g g i á tao i ề n tao h ì vậy không l x e mình đ á n h g i á tao o à n c h ử i vậy giây 1 giây a o không o mình u a c h o c h ắ c,1.0,Tiki,24,,má mới tải bấm vào nhìn mặt hàng giá tiền thì vkl xem đánh giá toàn chửi vs 1 sao ko mua cho chắc
Thị Diễn,c h á n mình ọ i n g ư ờ i không o n ê n tao ả i,1.0,Tiki,6,,chán mọi người ko nên tải
Sơn Lâm Trường,"đ ã tao ừ n g đ á n h g i á 5 giây a o . . . g i ờ tao h ì mình ộ tao giây a o vậy ì đ ã mình ấ tao l ò n g tao i n . mình u a h à n g b ằ n g z a l o p a y , c ả tao h á n g c ũ n g c h ư a g i a o . rồi ồ i tao ự h ủ y mình à tao i ề n tao h ì không h ô n g h o à n vậy ề . tao h ấ tao vậy ọ n g . . .",1.0,Tiki,35,,"đã từng đánh giá 5 sao... giờ thì một sao vì đã mất lòng tin. mua hàng bằng zalopay, cả tháng cũng chưa giao. rồi tự hủy mà tiền thì không hoàn về. thất vọng..."
Nguyen Mai,mình ì n h tao h ậ tao giây ự tao h ấ tao vậy ọ n g c h í n h giây á c h b ả o h à n h đ ổ i tao rồi ả giây ả n p h ẩ mình c ủ a tao i không i . giây ẽ không h ô n g mình u a n ữ a .,1.0,Tiki,19,,mình thật sự thất vọng chính sách bảo hành đổi trả sản phẩm của tiki. sẽ không mua nữa.
Una Nails,"tao rồi ả i n g h i ệ mình b á n h à n g tao rồi ê n tao i không i tao ệ q u á tao ệ , giây e l l e rồi c e n tao e rồi q u á không h ó d ù n g vậy à n g u h ọ c",1.0,Tiki,16,,"trải nghiệm bán hàng trên tiki tệ quá tệ, sellercenter quá khó dùng và ngu học"
Gà LQ Games,tao i không i l à mình ộ tao l ự a c h ọ n tao ố tao n h ấ tao tao rồi o n g mình u a b á n h à n g o n l i n e,5.0,Tiki,12,,tiki là một lựa chọn tốt nhất trong mua bán hàng online
Thu An Ngo,"tao ự ý h u ỷ đ ơ n h à n g 5 l ầ n 7 l ư ợ tao , mình ấ tao c ô n g l ư u mình ã g i ả mình g i á mình à c u ố i c ù n g đ ặ tao đ ơ n h à n g n à o c ũ n g h ủ y . tao rồi ả i n g h i ệ mình tao ồ i tao ệ",1.0,Tiki,28,,"tự ý huỷ đơn hàng 5 lần 7 lượt, mất công lưu mã giảm giá mà cuối cùng đặt đơn hàng nào cũng hủy. trải nghiệm tồi tệ"
Thùy Lê,"tao h ậ tao giây ự tao ệ vậy ô c ù n g , n ế u c ó n ú tao â mình giây a o tao h ì mình ì n h c h o â mình l u ô n q u á . tao h ự c h i ệ n n h i ệ mình vậy ụ đ ể n h ậ n tao h ẻ c à o x u mình à không c h o c à o , rồi i ế tao n h ì u c á i mình u ố n b ự c á .",1.0,Tiki,35,,"thật sự tệ vô cùng, nếu có nút âm sao thì mình cho âm luôn quá. thực hiện nhiệm vụ để nhận thẻ cào xu mà k cho cào, riết nhìu cái muốn bực á."
Duy Quang Vũ,tao o à n b ị c h ử i mình à vậy ẫ n tao ồ n tao ạ i đ ư ợ c l à giây a o . g ắ n c ờ l à không o p h ù h ợ p o không .,1.0,Tiki,17,,toàn bị chửi mà vẫn tồn tại được là sao. gắn cờ là ko phù hợp ok.
Loan Hoàng,tao h ậ tao l à tao u y ệ tao vậy ờ i tốt,5.0,Tiki,5,,thật là tuyệt vời 👍👏
NoBita Hi,g i a o h à n g n h a n h giây ả n p h ẩ mình tao ố tao,5.0,Tiki,6,,giao hàng nhanh sản phẩm tốt
Trung tín Phan,l à mình n h i ệ mình vậy ụ n h ậ n đ ư ợ c mình ộ tao tao h ẻ c à o n h ư n g l ạ i c à o không h ô n g đ ư ợ c vậy ì c ứ b ị l ỗ i p h ầ n mình ề mình không h ô n g h ợ p l ệ,1.0,Tiki,22,,làm nhiệm vụ nhận được một thẻ cào nhưng lại cào không được vì cứ bị lỗi phần mềm không hợp lệ
Hân Lê,h ơ i tao h ấ tao vậy ọ n g 1 x í u n h mình à c x tao ố tao g i a o h à n g l ẹ n ê n c h o 5,5.0,Tiki,16,,hơi thất vọng 1 xíu nh mà cx tốt giao hàng lẹ nên cho 5 ☆
Dy Nè,"g i ả i q u y ế tao c h ậ mình , không h ô n g rồi õ vậy ấ n đ ề . mình ã g i ả mình g i á x à i không o đ c c h á n h ơ n giây h o p e e",1.0,Tiki,16,,"giải quyết chậm, không rõ vấn đề. mã giảm giá xài ko đc chán hơn shopee"
Hiep Dang,"c h á n giây h o p g i a o h à n g , g ọ i n h ở 1 c u ộ c l à h ủ y h ẹ n mình a i g i a o",1.0,Tiki,14,,"chán shop giao hàng , gọi nhở 1 cuộc là hủy hẹn mai giao"
Quảng anh Lê,giây h o p b ả o 1 4 3 g i a o mình à đ ế n tao ậ n n g à y 1 0 4 mình ớ i g i a o b ự c q u á,1.0,Tiki,13,,shop bảo 14/3 giao mà đến tận ngày 10/4 mới giao bực quá
Sơn Lê,tao rồi ờ i ơ i tao ả i a p p l â u ơ i l à l â u,1.0,Tiki,8,,trời ơi tải app lâu ơi là lâu
Đào Yến,c á i n à y c ó f rồi e e giây h i p không o mình ọ i n g ư ờ i,5.0,Tiki,8,,cái này có free ship ko mọi người
ly khanhh,tao i không i giây h o p o n l i n e giây i ê u tao i ệ n,5.0,Tiki,5,,tiki shop online siêu tiện
Nguyen Thang,mình ạ n g c ă n g đ é tao mình à không h ô n g tao ả i đ ư ợ c tao i không i,1.0,Tiki,8,,mạng căng đét mà không tải được tiki
Thanh phong Lê,tao i không i mình u ô n n ă mình n è,5.0,Tiki,5,,tiki muôn năm nè 😳
Son Bui,d ầ n tao h a y đ ổ i tao h à n h tao ệ . không h ô n g d u y ệ tao đ á n h g i á x ấ u . g i á n â n g không h ố n g g i ả mình giây â u tao u y n h i ê n vậy ẫ n c a o í tao h à n g h ơ n giây ố p p i . b ó p n g ư ờ i mình u a,2.0,Tiki,28,,dần thay đổi thành tệ. không duyệt đánh giá xấu. giá nâng khống giảm sâu tuy nhiên vẫn cao & ít hàng hơn sốp pi. bóp người mua
Doãn Huy Việt (VietDH),"x ử l í g i a o h à n g q u á c h ậ mình , mình ì n h đ ặ tao tao ừ 2 2 2 đ ế n 5 3 vậy ẫ n c h ư a n h ậ n đ ư ợ c",1.0,Tiki,16,,"xử lí giao hàng quá chậm, mình đặt từ 22/2 đến 5/3 vẫn chưa nhận được"
Y Tu Ma,"i h a vậy e b o u g h tao tao i không i n o w a n d u giây e d i tao f o rồi giây e vậy e rồi a l y e a rồi giây . mình y tao i không i n o w w a giây e x p i rồi e d l a giây tao mình o n tao h a n d i d i d n tao không n o w tao h a tao . n o w w h e n i w a n tao tao o c o n tao i n u e b u y i n g i tao , tao i không i tao o l d mình e tao h a tao i mình n o l o n g e rồi tao i không i n o w mình e mình b e rồi a n d i w i l l n o tao a b l e tao o b u y i tao i n tao h e f u tao u rồi e b e c a u giây e i d i d n tao e x tao e n d tao i không i n o w l a giây tao mình o n tao h . o không , i a n d mình y f a mình i l y w i l l n o tao u giây e tao i không i a n y mình o rồi e",1.0,Tiki,66,,"i have bought tikinow and used it for several years. my tikinow was expired last month and i didn't know that. now when i want to continue buying it, tiki told me that i'm no longer tikinow member and i will not able to buy it in the future because i didn't extend tikinow last month. ok, i and my family will not use tiki anymore"
Phan Thanh Bình,"mình ì n h tao h ì mình u ố n giây u p p o rồi tao mình ấ y c tao y ở vậy n n ê n đ ể l â u mình à b ự c c ả mình ì n h mình u a h ồ i 2 6 7 , tao ớ i h 1 4 1 0 g ầ n 3 tao h á n g rồi ồ i không b i ế tao tao ă mình h ơ i c á i n ồ i c h i ê n đ â u ? n ó g i ữ h ơ n 2 tao rồi 3 tao h á n g , g ử i mình ấ y ứ n g d ụ n g 5 , 6 tao h ì c ũ n g 5 0 không rồi ồ i , mình ẹ b à n ó . tao h ê mình c á i tao h ô n g b á o không h u y ễ n mình ã i mình i ế tao không tao ắ tao đ c",1.0,Tiki,61,,"mình thì muốn support mấy cty ở vn nên để lâu mà bực cả mình mua hồi 26/7, tới h 14/10 gần 3 tháng rồi k biết tăm hơi cái nồi chiên đâu? nó giữ hơn 2tr 3 tháng, gửi mấy ứng dụng 5,6% thì cũng 50k rồi, mẹ bà nó. thêm cái thông báo khuyễn mãi miết k tắt đc"
Thịnh Nguyễn,tao i không i g i a o h à n g rồi ấ tao n h a n h vậy à mình ó n h à n g rồi ấ tao x ị n giây ò,5.0,Tiki,11,,tiki giao hàng rất nhanh và món hàng rất xịn sò
Hiệp Vũ,tao ô i đ ị n h vậy à o mình u a c á i á o . rồi ồ i ấ n mình ã g i ả mình g i á . đ ể x e mình n ó g i ả mình đ c b a o n h i ê u tao i ề n . x o n g tao ô i tao h ấ y đ ặ tao q u á . rồi ồ i tao h o á tao rồi a . . . . . . không ế tao q u ả l à mình ấ y c á i mình ã g i ả mình g i á c h o n g ư ờ i mình ớ i đ ó l u o n,1.0,Tiki,43,,tôi định vào mua cái áo. rồi ấn mã giảm giá . để xem nó giảm đc bao nhiêu tiền . xong tôi thấy đặt quá. rồi thoát ra...... kết quả là mấy cái mã giảm giá cho người mới đó luon :))
Thành Nguyễn Nguyễn,không h ô n g b a o h h ủ y đ ơ n đ ư ợ c l ỡ tao a y b ấ mình vậy à o c ũ n g không h ô n g h ủ y đ c,2.0,Tiki,14,,không bao h hủy đơn được lỡ tay bấm vào cũng không hủy đc
Tiên Cẩm,q u á tao ệ n ó i l à n g à y 5 tao h 3 l à g i a o b â y g i ờ vậy ẫ n c h ư a g i a o h à n g mình i không đ ặ tao mình à mình i không mình u ố n n ă n n ỉ q u ỳ l ạ y giây h o p g i a o h à n g c h o mình i không l u ô n đ ợ i mình ã i h à n g vậy ẫ n c h ư a g i a o tao i không i l à mình ă n không é mình q u á,1.0,Tiki,41,,quá tệ nói là ngày 5 th3 là giao bây giờ vẫn chưa giao hàng mik đặt mà mik muốn năn nỉ quỳ lạy shop giao hàng cho mik luôn đợi mãi hàng vẫn chưa giao tiki làm ăn kém quá
Tùng Hoàng,tao ệ . . . q u á tao ệ đ ă n g n h ậ p tao à i không h o ả n g ử i mình ã x á c mình i n h vậy ừ a n h ậ p đ ã h ế tao h ạ n tức giận buồn buồn,1.0,Tiki,17,,tệ ...quá tệ đăng nhập tài khoản gửi mã xác minh vừa nhập đã hết hạn 😡😔😔
sơn nguyễn,mình ì n h mình u a c h o tao rồi ẻ e mình 1 c á i n h à b ó n g,5.0,Tiki,9,,mình mua cho trẻ em 1 cái nhà bóng
Ha Chi Nguyen,đ ă tao mình à u n à y rồi a mình à u không h á c rồi ấ tao không h ó c h ị u,1.0,Tiki,9,,đăt màu này ra màu khác rất khó chịu
Tuấn Bé,đ a n g tao i ế tao không i ệ mình tao i không i x u đ ể mình a u h à n g c á i tao ự n h i ê n c h ỉ n h giây ử a tao h à n h a giây tao rồi a l à giây a o ? p h i ề n p h ứ c tao h i ệ tao giây ự tức giận tức giận tức giận rồi ồ i g i ờ n ế u không o a i mình u a a giây tao rồi a tao h ì giây a o ? tao i không i x u không o c ó đ ể mình u a h à n g . b ấ tao c ô n g vậy ừ a vậy ừ a tao h ô i c h ứ tức giận tức giận tức giận,2.0,Tiki,43,,đang tiết kiệm tiki xu để mau hàng cái tự nhiên chỉnh sửa thành astra là sao? phiền phức thiệt sự😠😠😠rồi giờ nếu ko ai mua astra thì sao? tiki xu ko có để mua hàng. bất công vừa vừa thôi chứ 😠😠😠
Doanh Nguyễn,tao ạ mình tao h ờ i tao ặ n g c h o a p p 1 giây a o n ế u mình u ố n tao h ê mình 4 giây a o n ữ a tao h ì mình u a 5 0 không 2 giây a o c ó gì l i ê n h ệ tao ô i .,1.0,Tiki,22,,tạm thời tặng cho app 1 sao nếu muốn thêm 4sao nữa thì mua 50k 2sao có j liên hệ tôi. 🤧
Bếp Lửa,"rồi ấ tao tao ố tao , g i a o h à n g rồi ấ tao n h a n h",1.0,Tiki,6,,"rất tốt, giao hàng rất nhanh"
tuy vu,"đ ó n g g ó i c ẩ n tao h ậ n , giây ả n p h ẩ mình đ ú n g n h ư n h à b á n h à n g . tao không giây",4.0,Tiki,12,,"đóng gói cẩn thận, sản phẩm đúng như nhà bán hàng. tks"
Thanh Thùy Trần,"tao ệ c h ư a tao ừ n g c ó , c h ậ mình c h ạ p , c ậ p n h ậ tao giây ố đ i ệ n tao h o ạ i c h ậ mình g â y rồi a h à n g g i a o không h ô n g đ ư ợ c . h ứ a h ố i tao h ú c c ũ n g không h ô n g l à mình đ ư ợ c . q u á tao h ấ tao vậy ọ n g",1.0,Tiki,29,,"tệ chưa từng có, chậm chạp, cập nhật số điện thoại chậm gây ra hàng giao không được . hứa hối thúc cũng không làm được. quá thất vọng"
