user,review,rating,app,word_count,label,review_original
THÍCH PHƯỚC BÌNH,lazada hàng đả khó chọn được gan hàng tốt. cước vận chuyển còn cao. shipped thiếu chuyên nghiệp thường bom hàng khi khách cần hàng.,2.0,Lazada,25,,lazada hàng đả khó chọn được gan hàng tốt. cước vận chuyển còn cao. shipped thiếu chuyên nghiệp thường bom hàng khi khách cần hàng.
Nguyen Pham,cứ tiktok sop mầ mua dcm,1.0,Lazada,6,,cứ tiktok sop mầ mua dcm
Khanh Bao,"cùng chủ với shopee nhưng phí vận chuyển của laz đắt hơn. còn tình trạng nhiều cửa hàng bán đuợc sản phẩm rồi sau đó đóng cửa đổi tên làm người mua không thể đổi trả sản phẩm khiến tôi nghi ngờ chính sách của laz đang dễ dãi với bên bán mà bỏ hôm qua lợi ích khách hàng? một số cửa hàng rao bán giá rẻ nhưng lại không giao khách hàng, chờ đợi hàng tuần để rồi cuối cùng cửa hàng tự ý hủy!",3.0,Lazada,83,,"cùng chủ với shopee nhưng phí vận chuyển của laz đắt hơn. còn tình trạng nhiều shop bán đuợc sản phẩm rồi sau đó đóng cửa đổi tên làm người mua không thể đổi trả sản phẩm khiến tôi nghi ngờ chính sách của laz đang dễ dãi với bên bán mà bỏ qua lợi ích khách hàng? một số shop rao bán giá rẻ nhưng lại không giao khách hàng, chờ đợi hàng tuần để rồi cuối cùng shop tự ý hủy!!"
Van Sang Bui,có dõi trả lại như củ đi rồi hãy nói chứ đừng nói hôm qua lo chã được tích sự gì đâu,1.0,Lazada,21,,có dõi trả lại như củ đi rồi hãy nói chứ đừng nói qua lo chã được tích sự gì đâu
Tracy,"tương tác với khách hàng quá kém, cả phía nhà bán lẫn nền tảng, toàn xài ai để giả giọng. luôn luôn giao trễ và không cập nhật, thích thì bất thình lình nó tới, không thích nó khỏi tới. người giao hàng giao hàng khốn nạn, không giao nhưng toàn thông báo là không lh được với khách hàng. đã khiếu nại mà không ai nghe. giá thì cao hơn hẳn sản phẩm. chính thức gỡ cài đặt ứng dụng rác rưởi này hôm hôm nay",1.0,Lazada,82,,"tương tác với khách hàng quá kém, cả phía nhà bán lẫn nền tảng, toàn xài ai để giả giọng. luôn luôn giao trễ và không cập nhật, thích thì bất thình lình nó tới, không thích nó khỏi tới. shipper giao hàng khốn nạn, không giao nhưng toàn thông báo là không lh được với khách hàng. đã khiếu nại mà không ai nghe. giá thì cao hơn hẳn sp. chính thức gỡ cài đặt app rác rưởi này hôm nay"
Minh huong Tran thi,mua trên điện thoại.ở nhà cho sướng.,5.0,Lazada,7,,mua trên điện thoại.ở nhà cho sướng.
Trong Van,gửi vị trí gõ gàng giao hàng giao ở dou í ap thì không thân thiện cho người dùng mới nên dùng ứng dụng khác sẽ ổn hơn ns chung là kém,2.0,Lazada,30,,gửi vị trí gõ gàng ship giao ở dou í ap thì ko thân thiện cho ng dùng mới nên dùng app khác sẽ ổn hơn ns chung là kém
Hồng Ngọc,"trong trường hợp thay đổi địa chỉ mới nên bổ sung là sau khi thay đổi thì địa chỉ mới so với địa chỉ cũ ra sao, tự dưng đổi rồi sửa theo đúng thực tế lại sai trạm, hên là đơn nhỏ chứ đơn hàng lớn, gấp thì thôi luôn, không tốt chút nào!",1.0,Lazada,55,,"trong trường hợp thay đổi địa chỉ mới nên bổ sung là sau khi thay đổi thì địa chỉ mới so với địa chỉ cũ ra sao, tự dưng đổi rồi sửa theo đúng thực tế lại sai trạm, hên là đơn nhỏ chứ đơn hàng lớn, gấp thì thôi luôn, không tốt chút nào!!!"
Vinh Phạm Quang,bộ lọc tìm kiếm không hoạt động tôi lọc tìm kiếm theo khu vực hà nội thì nó vẫn hiền thị kết quả của cách tỉnh khác,2.0,Lazada,27,,bộ lọc tìm kiếm không hoạt động tôi lọc tìm kiếm theo khu vực hà nội thì nó vẫn hiền thị kết quả của cách tỉnh khác
Bùi Hoàng Thêm,tệ. không có miễn giao hàng giao hàng,1.0,Lazada,7,,tệ. không có miễn ship giao hàng
Tiên Đế Vô Cực Cảnh (Sư Tôn Cực Cảnh),1 từ thôi xuất sắc rất hài lòng tuyệt vời tuyệt vời tuyệt vời tuyệt vời tuyệt vời,5.0,Lazada,9,,1 từ thôi xuất sắc rất hài lòng 🤩🤩🤩🤩🤩
Minh Anh Nguyễn,mua hàng chính sách khó khân ngùn ngần quá ai mà mua dể đặc người tiêu dùng dể mua sắm khó quá ai mà mua,1.0,Lazada,25,,mua hàng chính sách khó khân ngùn ngần quá ai mà mua dể đặc người tiêu dùng dể mua sắm khó quá ai mà mua
Tâm Trương,"phiên bản này mục xem video tích điểm lazrewards đâu mất rồi, chat hỏi thì gặp con bot không hiểu câu hỏi...",1.0,Lazada,22,,"phiên bản này mục xem video tích điểm lazrewards đâu mất rồi, chat hỏi thì gặp con bot ko hiểu câu hỏi...."
Hùng hoa hồng,"tôi mua hàng 140k bằng ví trả sau,nó không trừ vào tài khoản vts mà bắt chọn trả góp,kết quả bị trừ vts 190k,tôi hủy đơn chỉ hoàn lại 140k lỗ mất 50k rồi vts còn khoản góp 50k nữa,tc lỗ 100k mà chưa mua được gì",1.0,Lazada,46,,"tôi mua hàng 140k bằng ví trả sau,nó ko trừ vào tk vts mà bắt chọn trả góp,kết quả bị trừ vts 190k,tôi hủy đơn chỉ hoàn lại 140k lỗ mất 50k rồi vts còn khoản góp 50k nữa,tc lỗ 100k mà chưa mua đc gì"
Tấn Phước Nguyễn,quảng cáo nhiều trên nền tảng nhiều quá,1.0,Lazada,8,,quảng cáo nhiều trên nền tảng nhiều quá
Ođ,"ứng dụng xàm xí, mua hàng shopee ngon bổ miễn phí vận chuyển",1.0,Lazada,13,,"ứng dụng xàm xí, mua hàng shopee ngon bổ miễn phí vận chuyển"
Quỳnh Nguyễn,"quảng cáo bị phiền, rất phiền ứng đụng nào cũng thấy. phiền.",1.0,Lazada,12,,"quảng cáo bị phiền, rất phiền ứng đụng nào cũng thấy. phiền."
lan le,"lazada hôm nay cấu kết với cửa hàng bán hàng lừa đảo không giải quyết cho khách.mua điện thoại giao cục sạc cũ không xài được, khiếu nại không giải quyết, lazada lừa đảo cần né tránh",1.0,Lazada,35,,"lazada nay cấu kết với shop bán hàng lừa đảo ko giải quyết cho khách.mua điện thoại giao cục sạc cũ ko xài được, khiếu nại ko giải quyết, lazada lừa đảo cần né tránh"
Bên Đinh,không đăng nhập được lazada lỏ rồi thất vọng tức giận,1.0,Lazada,8,,ko đăng nhập được lazada lỏ rồi má
Trần Trung Giang,"ứng dụng cập nhật địa chỉ theo bản đồ hành chính mới sau sáp nhập bị sai dẫn đến giao hàng không thành công, người dùng tự cập nhật địa chỉ mới thì không thấy thay đổi trên ứng dụng.",3.0,Lazada,40,,"ứng dụng cập nhật địa chỉ theo bản đồ hành chính mới sau sáp nhập bị sai dẫn đến giao hàng không thành công, người dùng tự cập nhật địa chỉ mới thì không thấy thay đổi trên ứng dụng."
Vũ Nguyễn Trung,"chính sách trả hàng lazada mắc dạy vô cùng, mua 2 cái quần trả hàng giao hàng kiểm ổn thì xong đưa hôm qua nó nói là nhận được có 1 cái quần trong khi trả hàng ai quay lại video bao giờ đóng gói toàn người giao hàng tự đóng không. nhân viên thù nguu như chó toàn đòi video, đó giờ trả hàng mình thấy ai quay video không ? hỗ trợ như rất tệ",1.0,Lazada,72,,"chính sách trả hàng lazada mắc dạy vô cùng, mua 2 cái quần trả hàng ship kiểm ok thì xong đưa qua nó nói là nhận được có 1 cái quần trong khi trả hàng ai quay lại video bao giờ đóng gói toàn shipper tự đóng không. nhân viên thù nguu như chó toàn đòi video, đó giờ trả hàng m thấy ai quay video không ? hỗ trợ như cc"
Bình Ngọc,ít mã giảm giá phí vận chuyển quá cao mua cái hàng giá có 15k mà tổng trả gần 50k ứng dụng như cái l,1.0,Lazada,24,,ít mã giảm giá phí vận chuyển quá cao mua cái hàng giá có 15k mà tổng trả gần 50k 🤣🤣app như cái l
Vankhoi Hung,lazada không có mã giảm giá toàn đồ đắt tiền không,2.0,Lazada,11,,lazada ko có mã giảm giá toàn đồ đắt tiền không
Huân Nguyễn văn,nên thêm tí mã giảm giá chú mua nhiều hết tiền nhanh lắm,5.0,Lazada,13,,nên thêm tí mã giảm giá chú mua nhiều hết tiền nhanh lắm
Huy Long,ứng dụng như cưt hở là xác minh mà xác minh xong kêu sai.,1.0,Lazada,13,,app như cưt hở là xác minh mà xác minh xong kêu sai.
Tài Ngô,ứng dụng uy tín nễ mỗi lazada thôi,5.0,Lazada,8,,app uy tín nễ mỗi lazada thôi :)
Sang Thanh Nguyễn,có tiếng việt để ý... yêu thương nhau...,5.0,Lazada,8,,có tiếng việt để ý.. yêu thương nhau....
Luông Pha,áp này tiện cho việc mua sắm,5.0,Lazada,7,,áp này tiện cho việc mua sắm
Sussonnn,"mua hàng trong ứng dụng và nó giao hàng của người khác giờ nó kêu đặt lại gói, ứng dụng tệ hại và ẩu tả nhất hành tinh",1.0,Lazada,27,,"mua hàng trong app và nó giao hàng của người khác giờ nó kêu đặt lại gói, app tệ hại và ẩu tả nhất hành tinh 💔"
Minh thu Do nguyen,nói cập nhật mà cậpnhât rồi mà nó còn hiện bản cập nhật,1.0,Lazada,13,,nói cập nhật mà cậpnhât rồi mà nó còn hiện bản cập nhật
Huỳnh Yến Nguyễn,"càng ngày càng dỡ. lazada làm ăn thất vọng quá, làm sao cạnh tranh với những ứng dụng khác! ưu đãi xa vời, không hấp dẫn.",1.0,Lazada,24,,"càng ngày càng dỡ. lazada làm ăn chán quá, làm sao cạnh tranh với những app khác! ưu đãi xa vời, không hấp dẫn."
CHIENTHANG VLOG,"áp bây giờ vớ vẩn không đăng nhập được vào , đăng nhập tài khoản toàn bị khoá hết , quá tệ hại xoá áp",1.0,Lazada,25,,"áp bây giờ vớ vẩn không đăng nhập đc vào , đăng nhập tài khoản toàn bị khoá hết , quá tệ hại xoá áp"
Nguyễn Nam,chưa bao giờ trải nghiệm apo mua hàng nào tệ như cái ứng dụng laz này. khách hàng chơi game kiếm lazreward xong đến lúc mua ứng dụng thì dùng đủ mọi lý do để không cho mua hàng. đúng ứng dụng củ rất tệ tẩy chay,1.0,Lazada,43,,chưa bao giờ trải nghiệm apo mua hàng nào tệ như cái app laz này. khách hàng chơi game kiếm lazreward xong đến lúc mua app thì dùng đủ mọi lý do để ko cho mua hàng. đúng app củ lol tẩy chay
Thanh Hòa Nguyễn Thị,"tiki, shopee, tiktok... trang nào cũng trả hàng được, chỉ lazada treo đầu dê bán thịt chó, buôn bán gian lận, trả hàng thì không được, đáng bị tẩy chay",1.0,Lazada,30,,"tiki, shopee, tiktok.... trang nào cũng trả hàng dc, chỉ lazada treo đầu dê bán thịt chó, buôn bán gian lận, trả hàng thì k dc, đáng bị tẩy chay"
Người dùng Google,"đã thử trong máy của mẹ mình, nó rất là rẻ",5.0,Lazada,11,,"đã thử trong máy của mẹ mình, nó rất là rẻ"
Huu A,mua có 1 gói giống đậu 15k. nặng chưa đến 25gr. lúc lấy hàng phí giao hàng 35k. phí cao một cách vô lý. mua hàng lần thứ tư thứ năm rồi không có cái nào vừa ý. lần tới này nữa là tôi xoá cái ứng dụng này.,1.0,Lazada,48,,mua có 1 gói giống đậu 15k. nặng chưa đến 25gr. lúc lấy hàng phí ship 35k. phí cao một cách vô lý. mua hàng lần thứ tư thứ năm rồi không có cái nào vừa ý. lần tới này nữa là tôi xoá cái ứng dụng này.
Nguyễn Trang,"lazada đúng là không biết níu chân khách hàng, tạo mấy cái game nhận coin đó chả có tí tác dụng gì, tốn thời gian. không cho nổi 1 cái mã free giao hàng. tiền giao hàng đắt gấp 3 tiền hàngrõ là có lượng người mua đông đảo nhưng không biết lùi1 tiến3 thì chỉ đi giật lùi thôi!",1.0,Lazada,58,,"lazada đúng là không biết níu chân khách hàng, tạo mấy cái game nhận coin đó chả có tí tác dụng gì, tốn thời gian. không cho nổi 1 cái mã free ship. tiền ship đắt gấp 3 tiền hàng😃rõ là có lượng người mua đông đảo nhưng không biết lùi1 tiến3 thì chỉ đi giật lùi thôi!!"
Duyến Hoàng,quảng cáo quá nhiều lần,1.0,Lazada,5,,quảng cáo quá nhiều lần
Quyên Ngọc,"lazada tự động cập nhật địa chỉ mới khiến cho người giao hàng không biết đường giao, làm hại tao không nhận được hàng tức giận tức giận tức giận",1.0,Lazada,23,,"lazada tự động cập nhật địa chỉ mới khiến cho shipper ko biết đường giao, làm hại t ko nhận được hàng 😡😡😡"
Tùng Dương,quảng cáo không tắt được,1.0,Lazada,5,,quảng cáo ko tắt được
Phap Tran,hàng của bạn quá chuẩn,5.0,Lazada,5,,hàng của bạn quá chuẩn
le tran,tài khoản bị khóa vì ký do bảo mật,1.0,Lazada,9,,tài khoản bị khóa vì ký do bảo mật
l k,"vì sao lại bỏ nhận hàng ở cửa hàng tiện lợi vậy, cái đó rất tiện, vì tôi thường không có ở nhà để nhận hàng, chỉ có lazada mới có tùy chọn nhận hàng ở siêu thị, cửa hàng tiện lợi, nó là lợi thế duy nhất mà lazada có nhưng lại bỏ đi, vậy thì tôi chuyển hôm qua shoppe vậy, giao hàng nhanh hơn, giá rẻ hơn, nhân viên chăm sóc khách hàng tốt hơn lazada nhiều",1.0,Lazada,79,,"vì sao lại bỏ nhận hàng ở cửa hàng tiện lợi vậy, cái đó rất tiện, vì tôi thường không có ở nhà để nhận hàng, chỉ có lazada mới có tùy chọn nhận hàng ở siêu thị, cửa hàng tiện lợi, nó là lợi thế duy nhất mà lazada có nhưng lại bỏ đi, vậy thì tôi chuyển qua shoppe vậy, giao hàng nhanh hơn, giá rẻ hơn, nhân viên chăm sóc khách hàng tốt hơn lazada nhiều"
Lộc Lộc,"tôi chọn lazada vì lazada có giao hàng tới điểm nhận hàng như siêu thị, cửa hàng tiện lợi, ilogic smartbox... nhưng giờ lazada không còn giao đến điểm nhận hàng nữa. vậy tại sao phải dùng lazada chứ, shopee giá rẻ, voucher nhiều, sản phẩm đa dạng... thứ lazada khác biệt duy nhất là giao đến điểm nhận hàng mà lại bỏ đi, vậy thì xóa ứng dụng lazada thôi",1.0,Lazada,70,,"tôi chọn lazada vì lazada có giao hàng tới điểm nhận hàng như siêu thị, cửa hàng tiện lợi, ilogic smartbox... nhưng giờ lazada không còn giao đến điểm nhận hàng nữa. vậy tại sao phải dùng lazada chứ, shopee giá rẻ, voucher nhiều, sản phẩm đa dạng... thứ lazada khác biệt duy nhất là giao đến điểm nhận hàng mà lại bỏ đi, vậy thì xóa app lazada thôi"
Hồ chân chân,ứng dụng như rất tệ.c mới tạo tài khoản xong bị khóa cứ tạo tài khoản mới là bị khóa thủ tục tạo tài khoản rờm rà,1.0,Lazada,25,,app như c.a.c mới tạo tài khoản xong bị khóa cứ tạo tài khoản mới là bị khóa thủ tục tạo tài khoản rờm rà
Nguyên Hồ,tại sao không đặt hàng được ap quá đòi hỏi muốn đặt hàng cần phải có tài khoản ngân hàng à không chịu được tức giận,1.0,Lazada,25,,tại sao ko đặt hàng được ap quá đòi hỏi muốn đặt hàng cần phải có tài khoản ngân hàng à ko chịu được 😡
Vui Nguyen,hàng về đúng và rẻ tiền tốt,4.0,Lazada,7,,hàng về đúng và rẻ tiền tốt
Toan Nguyễn Thị,mình rất hài lòng với lazada,5.0,Lazada,6,,mình rất hài lòng với lazada
thu tran,"tôi đã có những trải nghiệm rất tệ khi mua hàng ở đây , giao hàng không đúng ngày , hàng bị hủy một cách vô lý , khi được hỏi tại sao thì bên chăm sóc khách hàng chỉ trả lời những câu vô nghĩa .",1.0,Lazada,47,,"tôi đã có những trải nghiệm rất tệ khi mua hàng ở đây , giao hàng không đúng ngày , hàng bị hủy một cách vô lý , khi được hỏi tại sao thì bên chăm sóc khách hàng chỉ trả lời những câu vô nghĩa ."
Khuyên Huỳnh,điện thoại thanh toán thanh toán thanh toán về tất ttff thanh toán thanh toán về ve chủ tytt,5.0,Lazada,13,,đt tt tt tt về tất ttff tt tt về ve chủ tytt
Phúc,"thật sự rất là nhảm nhí với trường hợp yêu cẩu xác minh tài khoản bằng thiết bị đã sử dụng trước đó, giờ điện thoại cũ đã hỏng rồi lại bắt xác minh,không xác minh được lại khóa luôn tài khoản của khách, đúng là não có vấn đề",1.0,Lazada,50,,"thật sự rất là nhảm nhí với trường hợp yêu cẩu xác minh tài khoản bằng thiết bị đã sử dụng trước đó, giờ điện thoại cũ đã hỏng rồi lại bắt xác minh,không xác minh được lại khóa luôn tài khoản của khách, đúng là não có vấn đề"
Duy Tân Dang,bán đồ hôm qua mắt hơn mọi nền tảng khác,1.0,Lazada,9,,bán đồ qua mắt hơn mọi nền tảng khác
Nhung Nguyễn,"hoàn tiền lằng nhằng, mấy tuần rồi chưa nhận được tiền hoàn",1.0,Lazada,12,,"hoàn tiền lằng nhằng, mấy tuần r chưa nhận được tiền hoàn"
Nhung Nguyễn,chưa có lam gi hết tự nhien khóa tai khoản đã lien hệ ben chăm sóc khách hàng de mở khoa nhưng van không vô được trong khi chỉ mới dang ký tài khoan chưa vô duoc ap nua la bị khóa. đã mua hang đâu đã lam gì đâu hôm nay như kiểu đuổi khach hàng vay.,1.0,Lazada,54,,chưa có lam gi hết tự nhien khóa tai khoản đã lien hệ ben cskh de mở khoa nhưng van không vô được trong khi chỉ mới dang ký tài khoan chưa vô duoc ap nua la bị khóa. đã mua hang đâu đã lam gì đâu nay như kiểu đuổi khach hàng vay.
Thu Tran,ugghhtuu chào ông giáp huyện này hơi ụuiuhvvjhvh,5.0,Lazada,8,,ugghhtuu chào ông giáp huyện này hơi ụuiuhvvjhvh
Đặng Hoàng Dũng Lớp 4/3,hay lắm đó cho 5 sao luôn mua gì cũng được hết,5.0,Lazada,12,,hay lắm đó cho 5 sao luôn mua gì cũng được hết
Phúc Hoàng,hàng 10k giao hàng tận 60k au dám đặt trời,2.0,Lazada,9,,hàng 10k ship tận 60k au dám đặt trời
Tuyên Bùi,đặt mua bao lâu thì chẳng sao giờ lỗi không đúng địa chỉ mua không được,1.0,Lazada,16,,đặt mua bao lâu thì chẳng sao giờ lỗi không đúng địa chỉ mua không được
Thuan Phat,bỏ tên máy chủ máy thư viện về cam mũ chia không muốn thấy nữa,5.0,Lazada,15,,bỏ tên máy chủ máy thư viện về cam mũ chia không muốn thấy nữa
Văn Hiếu Nguyễn,theo tôi thì thứ nhất cửa hàng giao hàng trễ kém chất lượng thứ hai là giao hàng quá trễ lý do biện minh để trói tội tôi thấy cửa hàng mất uy tính theo tôi như vậy mọi người ở đây cho tôi ý kiến riêng với,1.0,Lazada,48,,theo tôi thì ( thứ nhất ) shop giao hàng trễ kém chất lượng thứ hai là giao hàng quá trễ lý do biện minh để trói tội tôi thấy shop mất uy tính theo tôi như vậy mọi người ở đây cho tôi ý kiến riêng với
Trung Nguyễn,"mua hàng ở 3 cửa hàng mall, 3 cửa hàng tự ý ngâm đơn rồi tự hủy, không được hoàn lazrewards, hỏi chăm sóc khách hàng cũng không giải quyết được, lazada không đứng về phía người mua mà đứng về phía mấy cửa hàng chơi chiêu trò bẩn để buff đơn ảo",1.0,Lazada,50,,"mua hàng ở 3 shop mall, 3 shop tự ý ngâm đơn rồi tự hủy, không được hoàn lazrewards, hỏi chăm sóc khách hàng cũng ko giải quyết đc, lazada ko đứng về phía người mua mà đứng về phía mấy shop chơi chiêu trò bẩn để buff đơn ảo"
Tiệp Hán Thị,giao hàng thì lâu tiền giao hàng thì đắt,1.0,Lazada,8,,giao hàng thì lâu tiền ship thì đắt
THAI VI VAN,làm ăn càng ngày càng tồi tệ,1.0,Lazada,7,,làm ăn càng ngày càng tồi tệ
Việt kuong,vừa tải xong đăng nhập vào đã bị khóa tài khoản,1.0,Lazada,11,,vừa tải xong đăng nhập vào đã bị khóa tài khoản
Quang Nguyen,"cà phê 79 rất hợp với khẩu vị dân lao động thấp, cảm ơn cửa hàng rất nhiều",5.0,Lazada,16,,"cà-phê 79 rất hợp với khẩu vị dân lao động thấp, cảm ơn shop rất nhiều"
sinh tran,giật lag quá ... . cứ báo lazada không phản hồi.,1.0,Lazada,11,,giật lag quá .. . cứ báo lazada không phản hồi.
Người dùng Google,game mergeboss tủ phụ kiện tỉ lệ ra tai nghe như hạch chịu game lỏd vc,1.0,Lazada,16,,game mergeboss tủ phụ kiện tỉ lệ ra tai nghe như hạch chịu game lỏd vc
Vo Cuong,hoàn tiền cho vào voucher thì không mua được. khác gì lazada ăn của khách hàng,1.0,Lazada,16,,hoàn tiền cho vào voucher thì không mua được. khác gì lazada ăn của khách hàng
Luật Huỳnh,kết nối mạng như loll tìm kiếm sản phẩm chờ nó load gần 20 phút chưa xong... bảo sao ngta hôm qua shopee hết,1.0,Lazada,22,,kết nối mạng như loll tìm kiếm sp chờ nó load gần 20 phút chưa xong.. bảo sao ngta qua shopee hết
Roka,rất không bỏ hôm qua không nhập số điện thoại khoá luôn tài khoản bảo mật rác rất,1.0,Lazada,15,,vcl không bỏ qua ko nhập sdt khoá luôn tài khoản bảo mật rác vcl
Vinh Trần Thế,"chế tài cho cửa hàng có cũng như không, đơn hàng miết không giao vẫn không sử phạt cũng chẳng nói gì?",1.0,Lazada,21,,"chế tài cho shop có cũng như không, đơn hàng miết không giao vẫn không sử phạt cũng chẳng nói gì?"
ho thi tam Kt,đã tải rồi mà cứ suốt ngày quảng cáo,1.0,Lazada,9,,đã tải r mà cứ suốt ngày quảng cáo
Lan Hoa,"lần đầu mua hàng trải nghiệm tệ khinh khủng,ấn sao đặt hàng luon hủy hàng thì tài khoản treo,mã giảm giá mất phí giao hàng cao người giao hàng giao hàng chậm yếu kém mọi mặt xu chỉ tượng trưng nắm thông tin khách hàng thật tệ",1.0,Lazada,44,,"lần đầu mua hàng trải nghiệm tệ khinh khủng,ấn sao đặt hàng luon hủy hàng thì tài khoản treo,mã giảm giá mất phí ship cao shipper giao hàng chậm yếu kém mọi mặt xu chỉ tượng trưng nắm thông tin khách hàng thật tệ"
Khánh Lê Công,"trả hàng rất tệ, lịch nhân viên đến lấy thì chậm trễ nhiều ngày, đến tận bưu cục chả thì nhân viên không thấy đơn trên máy",1.0,Lazada,27,,"trả hàng rất tệ, lịch nhân viên đến lấy thì chậm trễ nhiều ngày, đến tận bưu cục chả thì nhân viên không thấy đơn trên máy"
Tuyết Nguyễn,"rất hữu ích , tiện dụng , cám ơn ứng dụng này rất nhiều",5.0,Lazada,14,,"rất hữu ích , tiện dụng , cám ơn ứng dụng này rất nhiều"
kim long ngô,quản cáo quá nhiều nhẩy vào tự động tải ứng dụng khó chịu vô cùng,1.0,Lazada,14,,quản cáo quá nhiều nhẩy vào tự động tải app khó chịu vô cùng
Huong Pham,bình thường giá giao hàng hơi cao so với giá hàng,3.0,Lazada,9,,bth giá ship hơi cao so vs giá hàng
Tran Khanh,"đề nghị bên phát triển ứng dụng xem lại là một nền tảng mua sắm lớn, nhồi nhét rất nhiều thứ vào để kích cầu mua sắm nhưng cái cơ bản là để ứng dụng chạy mượt mà thì không làm được, ứng dụng rất lag rất giật, user làm gì cũng hiện vòng xoay tròn loading thì còn gì muốn mua nữa mà làm cho nhiều thứ",3.0,Lazada,65,,"đề nghị bên phát triển app xem lại là một nền tảng mua sắm lớn, nhồi nhét rất nhiều thứ vào để kích cầu mua sắm nhưng cái cơ bản là để app chạy mượt mà thì không làm được, app rất lag rất giật, user làm gì cũng hiện vòng xoay tròn loading thì còn gì muốn mua nữa mà làm cho nhiều thứ"
Yen Nhi Bui,"tôi đặt 5 món gồm 3 đồng hồ treo tường và 2 ổ điện dây 1.8m nhưng lại giao thiếu 1 ổ điện, nhìn cách gói hàng nghi ngờ lắm nhưng vì mua nhiều lần nên tôi tin tưởng không quay clip ... dù sao thì cũng rút ra được kinh nghiệm lớn",4.0,Lazada,53,,"tôi đặt 5 món gồm 3 đồng hồ treo tường và 2 ổ điện dây 1.8m nhưng lại giao thiếu 1 ổ điện, nhìn cách gói hàng nghi ngờ lắm nhưng vì mua nhiều lần nên tôi tin tưởng không quay clip ... dù sao thì cũng rút ra được kinh nghiệm lớn"
Sa Ma,thích phiên bản cũ màu xanh.,3.0,Lazada,6,,thích phiên bản cũ màu xanh.
Linh Luu,laz tự ý hủy đơn hàng của mình mình chờ nửa tháng để nhận hàng không ai giao thì đơn tự hủy không hỏi ý kiến của mình không được bồi thường hay xin lỗi gì quá thất vọng,1.0,Lazada,39,,laz tự ý hủy đơn hàng của mình mình chờ nửa tháng để nhận hàng ko ai giao thì đơn tự hủy không hỏi ý kiến của mình ko đc bồi thường hay xin lỗi gì quá thất vọng
thithuy1601 vu,thất vọng tức giận mày đùa bố mày chơi liettle big snake mất ủa bố mày,1.0,Lazada,13,,má mày đùa bố mày chơi liettle big snake mất ủa bố mày
Thanhtam Ngo,mua hàng nhanh tin cậy hơn,5.0,Lazada,6,,mua hàng nhanh tin cậy hơn
Shop Hoa Sáp Đẹp Cần Thơ,cam kết giá tốt quần què. mua 3 bịch thuốc bvtv chưa tới 1kg phí giao 30k. giờ lên đơn khác mua thêm 7 bịch y vậy phí giao hàng 50k. tổ cha cái nền tảng nó chớ hề giảm 1 ngàn tiền giao hàng. ế là vừa rồi.,1.0,Lazada,47,,cam kết giá tốt quần què. mua 3 bịch thuốc bvtv chưa tới 1kg phí giao 30k. giờ lên đơn khác mua thêm 7 bịch y vậy phí ship 50k. tổ cha cái nền tảng nó chớ hề giảm 1 ngàn tiền ship. ế là vừa rồi.
Hong Nguyen,không có nhiều ưu đãi phí giao hàng quá đắt,2.0,Lazada,9,,k có nhiều ưu đãi phí ship quá đắt
khang Tran,tạo xong tài khoản chưa kịp làm gì đã bị khóa rồi,1.0,Lazada,12,,tạo xong tài khoản chưa kịp làm gì đã bị khóa rồi
Tung Anh,đăng nhập q khó đăng nhập số gửi mã chậm hết thời gian đăng nhập face bắt gửi mã gửi xg bắt đăng nhập lại vậy mà coi được á hat,1.0,Lazada,31,,đăng nhập q khó đăng nhập số gửi mã chậm hết thời gian đăng nhập face bắt gửi mã gửi xg bắt đăng nhập lại v mà coi dc á hat
Lan Đỗ Thị,ký sự không đến lớp lỗ,5.0,Lazada,6,,ký sự k đến lớp lỗ
Thanh lý Nguyên,thất vọng tức giận tao mớibtaoj tài khoản cái bị khoá !?,1.0,Lazada,9,,dm tao mớibtaoj tài khoản cái bị khoá !!??
Bom tấn Thế giới,lazada sắp phá sản rồi sao,4.0,Lazada,6,,lazada sắp phá sản rồi sao
tiep tiep,nên xóa hẳn ngay lập tức cái gọi là mua hàng tại trang này đi... ức chế vãi l,1.0,Lazada,19,,"nên xóa hẳn ngay lập tức cái gọi là ""mua hàng tại trang này"" đi... ức chế vãi l"
Trà My Lô Thị,ứng dụng lừa dối khách hàng. không có hàng để giao. mọi người nên cận thận khi mua hàng trên sàn này. không uy tín.,1.0,Lazada,24,,app lừa dối khách hàng. không có hàng để giao. mọi người nên cận thận khi mua hàng trên sàn này. không uy tín.
Thằng Lườj,nông nghiệp xanh hóc môn giao hàng không đúng số lượng admin xem xét lại tránh để ảnh hưởng đến uy tính,1.0,Lazada,22,,nông nghiệp xanh hóc môn giao hàng không đúng số lượng admin xem xét lại tránh để ảnh hưởng đến uy tính
quang khánh,"font chữ quá nhỏ tôi không thấy gì, không có chức năng điều chỉnh font, làm sao đọc được mà mua hàng",1.0,Lazada,22,,"font chữ quá nhỏ tôi không thấy gì, không có chức năng điều chỉnh font, làm sao đọc được mà mua hàng"
